rank,story_id,title,main_category,subcategory,book_title,author,version,readiness,hook,emotion,share,save,voice,arc,video,trust,total,decision,recommended_format,reason,fact_check_note
267,1346,Maksimizer ve satisficer,Psikoloji,Psikoloji,The Paradox of Choice,Barry Schwartz,1,Temel,13,7,12,12,9,7,16,4,80,Revize et,Carousel,En iyi kararı verenin daha mutsuz olması güçlü ters köşe; yeterince iyi stratejisi günlük hayata kolay taşınıyor.,Kaynak kontrolü önerilir
268,1381,Tetris etkisi ve beyin yeniden programlama,Psikoloji,Mutluluk,Mutluluğun Peşinde,Shawn Achor,1,Temel,13,7,12,12,9,8,16,3,80,Revize et,Carousel,Tetris parçalarını gerçek hayatta görme sahnesi çok görsel; şükran ve nöroplastisite sonucu biraz genellenmiş.,Kaynak kontrolü şart
269,1400,Wikipedia ve kolektif bilgi üretimi,Bilim,Teknoloji,Zeki Kalabalıklar,Howard Rheingold,1,Temel,13,7,12,11,9,8,16,4,80,Revize et,Carousel,Herkesin yazdığı ansiklopedinin uzmanlarla yarışması güçlü ters köşe; koşullara bağlı sonuç dengeli bitiyor.,Kaynak kontrolü önerilir
270,1405,İki dakikada karar ver,Verimlilik,Verimlilik,Nasıl Başarılı Olunur,David Allen,1,Temel,13,7,12,13,9,8,16,2,80,Revize et,Carousel,"Gece akla gelen kuru temizleme çok tanıdık; açık döngü çözümü pratik, 150–300 sayısı kaynaksız.",Kaynak kontrolü şart
271,1424,Otopilot modu ve bilinçsiz hayat,Psikoloji,Farkındalık,Mindfulness,Jon Kabat-Zinn,1,Temel,13,7,12,11,9,8,16,4,80,Revize et,Carousel,Eve nasıl geldiğini hatırlamama sahnesi herkesçe tanınır; otopilot ile canlılık karşıtlığı iyi çalışıyor.,Kaynak kontrolü önerilir
272,1379,Açıklama tarzı ve geleceğin şekli,Psikoloji,Psikoloji,İyimserlik Öğrenmek,Martin Seligman,1,Temel,12,7,11,13,10,7,16,4,80,Revize et,Carousel,"Hep-her şey-benim yerine bu sefer-bu alan çerçevesi net, kaydedilebilir ve kişisel yanıta çok uygun.",Kaynak kontrolü önerilir
273,1432,OKR'ların doğuşu — Intel ve Andy Grove,Liderlik,Yönetim,Büyüme Kültürü,John Doerr,1,Temel,12,6,11,14,9,8,16,4,80,Revize et,Carousel,"Intel’den Google’a taşınan iki soruluk OKR sistemi güvenilir, net ve yüksek uygulama değeri taşıyor.",Kaynak kontrolü önerilir
274,1517,Konuşmaların en kötü hataları,Verimlilik,Girişimcilik,Müşteri Geliştirme,Rob Fitzpatrick,1,Temel,12,6,12,15,8,7,15,5,80,Revize et,Carousel,Müşteri görüşmesindeki üç hata hemen kullanılabilecek net sorular veriyor; girişimci kitlesinde güçlü kaydetmelik.,Standart doğrulama
275,1089,IMVU'nun yanlış yolda koşması,Verimlilik,Girişimcilik,Büyük Sıçrayış,Eric Ries,1,Temel,14,7,11,14,9,7,15,3,80,Revize et,Carousel,Aylarca yanlış ürün yapma acısı ve pivot dersi girişimciler için hem paylaşılır hem kaydedilir.,Kaynak kontrolü şart
276,1179,İlham perisinin ziyareti,Verimlilik,Yaratıcılık,Yaratıcı Olmak,Elizabeth Gilbert,1,Temel,13,8,10,12,10,7,15,5,80,Revize et,Carousel,"İlham perisini çalışan masasında beklemek yaratıcılar için sıcak, akılda kalıcı ve anlatılabilir bir metafor.",Standart doğrulama
277,1390,Hedefin netliği ve beyin aktivasyonu,Liderlik,Hedefler,Hedeflere Ulaşmak,Brian Tracy,1,Temel,14,7,13,11,9,8,17,0,79,Revize et,Carousel,Yüzde üçün diğerlerinden on kat kazanması viral bir sonuç; ünlü hedef araştırması doğrulanmamış şehir efsanesi.,Kaynak kontrolü şart
278,1713,Ryan Holiday’nin Başarısı Neden Bir Uyarıya Dönüştü?,Felsefe,Felsefe,Ego Is the Enemy,Ryan Holiday,2,Zengin,12,6,13,11,8,8,17,4,79,Revize et,Carousel,"Uygulanabilir çerçeve, hikâyeyi geri dönüp kaydetmeye değer kılıyor; olay örgüsü yeterli.",Kaynak kontrolü önerilir
279,1738,Kirli Bir Masa Ahlaki Yargıyı Neden Sertleştirdi?,Finans,İş & Girişim,The Righteous Mind,Jonathan Haidt,2,Zengin,12,6,13,11,8,8,17,4,79,Revize et,Carousel,Duygusal karşıtlık paylaşma ve kişisel anlatma isteğini yükseltiyor; olay örgüsü yeterli.,Kaynak kontrolü önerilir
280,1785,Suçlamanın Altındaki İhtiyaç,İletişim,İletişim,Nonviolent Communication,Marshall B. Rosenberg,F5,Zengin,12,6,13,10,9,8,17,4,79,Revize et,Kart testi,Duygusal karşıtlık paylaşma ve kişisel anlatma isteğini yükseltiyor; olay örgüsü yeterli.,Kaynak kontrolü önerilir
281,1798,Kültür Pazarlığı,Liderlik,Liderlik,Delivering Happiness,Tony Hsieh,C1,Zengin,12,6,13,10,9,7,17,5,79,Revize et,Kart testi,Somut sahne ve sayısal ayrıntı güçlü bir video açılışı sağlıyor; olay örgüsü geliştirilmeli.,Standart doğrulama
282,1250,Serbest piyasanın en güçlü kuvveti,Finans,Finans,Money: Master the Game,Tony Robbins,1,Temel,13,6,12,13,8,8,16,3,79,Revize et,Carousel,İki kardeşin sayısal karşılaştırması güçlü bir ters köşe yaratıyor; getiri varsayımları açıklanmalı.,Kaynak kontrolü şart
283,1270,Vietnam gazilerinin dondurulmuş bedenleri,Sağlık,Sağlık,Bedenin Sesi,Bessel van der Kolk,1,Temel,13,8,12,9,9,8,16,4,79,Revize et,Kart testi,Gazinin beden-zihin ayrımı güçlü bir sahne ve unutulmaz cümle sunuyor; hassas travma dili korunmalı.,Kaynak kontrolü önerilir
284,1335,Özgürlük ve seçimin bedeli,Felsefe,Felsefe,Her Şey Yolunda,Mark Manson,1,Temel,13,7,12,12,9,7,16,3,79,Revize et,Carousel,Sonsuz seçenekten taahhüt özgürlüğüne dönüş paylaşılabilir; araştırma sonucu evrenselleştirilmiş.,Kaynak kontrolü şart
285,1412,Harvard Business School paradoksu,Psikoloji,Psikoloji,Sessizlik,Susan Cain,1,Temel,13,7,12,10,10,8,16,3,79,Revize et,Kart testi,Harvard’ın yüksek ses kültürü net bir çatışma yaratıyor; ünlü içe dönükler listesi kanıt yerine geçmiyor.,Kaynak kontrolü şart
286,1413,Sert satış ve empatin gücü,Psikoloji,Psikoloji,Sessizlik,Susan Cain,1,Temel,12,7,12,12,9,7,16,4,79,Revize et,Carousel,Satış makinesini ambivertlerin geçmesi iyi ters köşe; dinleme dersi iş ve ilişkide kolay uygulanıyor.,Kaynak kontrolü önerilir
287,1319,Zaman kutulaması ve taahhüt,Verimlilik,Verimlilik,Indistractable,Nir Eyal,1,Temel,12,6,11,14,9,7,16,4,79,Revize et,Carousel,"Takvimde olmayanın gerçekleşmemesi güçlü, kaydedilebilir bir kural; öncelik sırası somut uygulama veriyor.",Kaynak kontrolü önerilir
288,1359,Pazarlama empati işidir,Finans,Pazarlama,Unutulmaz Markalar,Seth Godin,1,Temel,12,7,12,13,9,7,15,4,79,Revize et,Carousel,Pazarlamayı manipülasyondan empatiye çevirmek güçlü marka mesajı; söz-ver-sözünü-tut çerçevesi kaydedilir.,Kaynak kontrolü önerilir
289,1606,Otomatik sistem — para kararlarını irade dışına taşımak,Finans,Finans,Zengin Olmayı Öğrenmek,Ramit Sethi,1,Temel,12,6,12,15,8,6,15,5,79,Revize et,Carousel,Parayı otomatik pilotta biriktirmek net sistem ve anında eylem sunuyor; finans kitlesinde güçlü kaydetmelik.,Standart doğrulama
290,1078,Kapıya ayak koyma tekniği,Psikoloji,Psikoloji,Influence,Robert Cialdini,1,Temel,13,7,11,13,9,7,15,4,79,Revize et,Carousel,"Küçük evetten büyük levhaya sıçrama net, şaşırtıcı ve gündelik ikna davranışını sorgulatıyor.",Kaynak kontrolü önerilir
291,1080,Sosyal kanıt ve otel havluları,Psikoloji,Psikoloji,Influence,Robert Cialdini,1,Temel,14,7,11,13,8,7,15,4,79,Revize et,Carousel,Tek cümleyle değişen havlu davranışı somut sosyal kanıt sunuyor; kısa video kurgusu çok temiz.,Kaynak kontrolü önerilir
292,1350,Aralıklı tekrar ve unutma paradoksu,Felsefe,Öğrenme,Öğrenmeyi Öğrenmek,Peter Brown,1,Temel,12,6,11,14,9,7,15,5,79,Revize et,Carousel,Biraz unutmanın öğrenmeyi güçlendirmesi iyi bir paradoks; aralıklı tekrar planı yüksek kaydetme değeri taşıyor.,Standart doğrulama
293,1744,Küçük Bir Ada Çöküşten Nasıl Kaçtı?,Tarih,Tarih,Collapse,Jared Diamond,2,Zengin,12,6,13,10,8,7,18,4,78,Revize et,Kart testi,"Uygulanabilir çerçeve, hikâyeyi geri dönüp kaydetmeye değer kılıyor; olay örgüsü geliştirilmeli.",Kaynak kontrolü önerilir
294,1760,Ağaçların Gizli Ağı,Psikoloji,Psikoloji,The Hidden Life of Trees,Peter Wohlleben,2,Zengin,11,7,13,9,9,7,18,4,78,Revize et,Kart testi,Duygusal karşıtlık paylaşma ve kişisel anlatma isteğini yükseltiyor; olay örgüsü geliştirilmeli.,Kaynak kontrolü önerilir
295,1777,Bagajdan Doğan Nike,Liderlik,Liderlik,Shoe Dog,Phil Knight,2,Zengin,12,5,13,9,7,9,18,5,78,Revize et,Kart testi,Somut sahne ve sayısal ayrıntı güçlü bir video açılışı sağlıyor; ilk saniye etkisi yeterli.,Standart doğrulama
296,1779,Devralınan Şirketleri Değiştirmemek,Liderlik,Liderlik,The Ride of a Lifetime,Robert Iger,2,Zengin,12,6,13,8,8,9,18,4,78,Revize et,Kart testi,Merak sorusu ve karşıtlık ilk saniye etkisini güçlendiriyor; ilk saniye etkisi yeterli.,Kaynak kontrolü önerilir
297,1794,Boş Konfeti,Liderlik,Liderlik,Delivering Happiness,Tony Hsieh,C1,Zengin,11,7,13,10,8,8,18,3,78,Revize et,Kart testi,"Uygulanabilir çerçeve, hikâyeyi geri dönüp kaydetmeye değer kılıyor; ilk saniye etkisi geliştirilmeli.",Kaynak kontrolü şart
298,1706,Bir Yüz Neden Binlerce İstatistikten Güçlüdür?,Psikoloji,Psikoloji,Against Empathy,Paul Bloom,2,Zengin,12,7,13,9,9,7,17,4,78,Revize et,Kart testi,Duygusal karşıtlık paylaşma ve kişisel anlatma isteğini yükseltiyor; olay örgüsü geliştirilmeli.,Kaynak kontrolü önerilir
299,1727,Aynı Dosyaya Bakan Uzmanlar Neden Farklı Fiyat Söyledi?,Finans,İş & Girişim,Noise,"Daniel Kahneman, Olivier Sibony ve Cass R. Sunstein",2,Zengin,12,7,13,9,9,7,17,4,78,Revize et,Kart testi,Duygusal karşıtlık paylaşma ve kişisel anlatma isteğini yükseltiyor; olay örgüsü geliştirilmeli.,Kaynak kontrolü önerilir
300,1761,Ne Bitki Ne Hayvan: Mantarların Dünyası,Psikoloji,Psikoloji,Entangled Life,Merlin Sheldrake,2,Zengin,12,7,13,10,8,7,17,4,78,Revize et,Kart testi,Duygusal karşıtlık paylaşma ve kişisel anlatma isteğini yükseltiyor; olay örgüsü geliştirilmeli.,Kaynak kontrolü önerilir
301,1775,Yokluğun Zihni Daraltması,Finans,İş & Girişim,Scarcity,Sendhil Mullainathan ve Eldar Shafir,2,Zengin,12,6,13,10,9,7,17,4,78,Revize et,Kart testi,Duygusal karşıtlık paylaşma ve kişisel anlatma isteğini yükseltiyor; olay örgüsü geliştirilmeli.,Kaynak kontrolü önerilir
302,1801,Evet'in Ağırlığı,Liderlik,Liderlik,The Culture Map,Erin Meyer,C2,Zengin,11,6,13,11,8,8,17,4,78,Revize et,Carousel,Duygusal karşıtlık paylaşma ve kişisel anlatma isteğini yükseltiyor; ilk saniye etkisi geliştirilmeli.,Kaynak kontrolü önerilir
303,1802,Sözleşmeden Önce Kahve,Liderlik,Liderlik,The Culture Map,Erin Meyer,C2,Zengin,12,6,13,9,8,9,17,4,78,Revize et,Kart testi,Merak sorusu ve karşıtlık ilk saniye etkisini güçlendiriyor; ilk saniye etkisi yeterli.,Kaynak kontrolü önerilir
304,1806,Des Plaines’teki İlk Kopya,Liderlik,Liderlik,Grinding It Out,Ray Kroc,C2,Zengin,13,5,13,11,7,7,17,5,78,Revize et,Carousel,Somut sahne ve sayısal ayrıntı güçlü bir video açılışı sağlıyor; olay örgüsü geliştirilmeli.,Standart doğrulama
305,1808,Hamburger Üniversitesi,Liderlik,Liderlik,Grinding It Out,Ray Kroc,C2,Zengin,12,7,13,10,8,7,17,4,78,Revize et,Kart testi,Duygusal karşıtlık paylaşma ve kişisel anlatma isteğini yükseltiyor; olay örgüsü geliştirilmeli.,Kaynak kontrolü önerilir
306,1378,Öğrenilmiş çaresizlik deneyi,Psikoloji,Psikoloji,İyimserlik Öğrenmek,Martin Seligman,1,Temel,14,8,12,8,9,9,17,1,78,Revize et,Kart testi,Kaçabilecekken yerde kalan köpek unutulmaz bir sahne; depresyonu kimyasal olmayan öğrenmeye indirgemek sakıncalı.,Kaynak kontrolü şart
307,1274,Öğleden sonra çöküşü ve şekerleme sırrı,Verimlilik,Verimlilik,Saatlerin Efendisi,Daniel Pink,1,Temel,13,6,12,13,8,7,16,3,78,Revize et,Carousel,"Öğleden sonra çöküşü ve “nappuccino” uygulanabilir, akılda kalıcı; süre ve performans iddiaları netleşmeli.",Kaynak kontrolü şart
308,1331,Çaresizlik döngüsü ve sorumluluk,Büyüme,Kişisel Gelişim,Özgür Olmak,Mark Manson,1,Temel,13,7,12,11,9,7,16,3,78,Revize et,Carousel,Hata ile sorumluluk ayrımı güçlü ve güçlendirici; mağdurluk dili ile Frankl atfı hassas kullanılmalı.,Kaynak kontrolü şart
309,1376,Kontrol edilebilen ve edilemeyen,Felsefe,Felsefe,Stoacılık,Marcus Aurelius,1,Temel,12,7,12,13,9,7,16,2,78,Revize et,Carousel,Kontrol ayrımı çok kullanışlı; öğretinin Marcus’a özgü sunulması ve mutluluk iddiası aşırı kesin.,Kaynak kontrolü şart
310,1348,Uyku ve hafıza pekiştirme,Felsefe,Öğrenme,Öğrenmeyi Öğrenmek,Peter Brown,1,Temel,13,6,11,13,8,8,16,3,78,Revize et,Carousel,Aynı 12 saatte uyuyan grubun üstünlüğü iyi deney akışı sunuyor; akşam çalışma tavsiyesi fazla genellenmiş.,Kaynak kontrolü şart
311,1280,Cesur liderliğin bedeli,Liderlik,Liderlik,Karanlığın Ötesi,Brené Brown,1,Temel,12,7,11,13,9,7,15,4,78,Revize et,Carousel,Zor konuşmayı tek cümleyle başlatma önerisi uygulanabilir ve güncel; anlatı örneği biraz genel kalıyor.,Kaynak kontrolü önerilir
312,1324,Sabah sayfaları ritüeli,Verimlilik,Yaratıcılık,Yaratıcı Beyin,Julia Cameron,1,Temel,12,7,11,14,9,7,15,3,78,Revize et,Carousel,Üç sabah sayfası hemen denenebilir ve kaydedilebilir; katılımcıların çoğu iddiası ölçüsüz kalıyor.,Kaynak kontrolü şart
313,1326,Sanatçı buluşması ve ilham besleme,Verimlilik,Yaratıcılık,Yaratıcı Beyin,Julia Cameron,1,Temel,12,7,11,13,9,7,15,4,78,Revize et,Carousel,"Kuruyan kuyu metaforu ve haftalık sanatçı buluşması yaratıcılar için sıcak, somut ve uygulanabilir.",Kaynak kontrolü önerilir
314,1371,Yansıtma ve derin dinleme,İletişim,Müzakere,İnsanı Anlamak,Chris Voss,1,Temel,12,6,11,14,9,7,15,4,78,Revize et,Carousel,"Son üç kelimeyi tekrarlama tekniği şaşırtıcı derecede basit, örnekli ve hemen denenebilecek kadar somut.",Kaynak kontrolü önerilir
315,1382,Sosyal yatırım ve bağlantı kalkanı,Psikoloji,Mutluluk,Mutluluğun Peşinde,Shawn Achor,1,Temel,12,8,11,12,10,7,15,3,78,Revize et,Carousel,Streste içe kapanmak yerine bağ kurma önerisi sıcak ve uygulanabilir; hormon açıklamaları kaynak istemekte.,Kaynak kontrolü şart
316,1418,Dört eylem çerçevesi,Liderlik,Strateji,Mavi Okyanus Stratejisi,W. Chan Kim,1,Temel,11,6,11,14,10,7,15,4,78,Revize et,Carousel,Yok et-azalt-artır-yarat çerçevesi yüksek kaydetme değeri ve güçlü bir sesli çalışma sorusu sunuyor.,Kaynak kontrolü önerilir
317,1062,Çevre tasarımı ile alışkanlık,Sağlık,Alışkanlıklar,Atomic Habits,James Clear,1,Temel,13,7,10,14,8,7,15,4,78,Revize et,Carousel,"Kola ve su yerleşimi görünür bir deney, net sonuç ve hemen uygulanabilecek çevre tasarımı dersi sunuyor.",Kaynak kontrolü önerilir
318,1705,"Akış Rahatken Değil, Sınırdayken Neden Gelir?",Psikoloji,Psikoloji,Flow,Mihaly Csikszentmihalyi,2,Zengin,12,5,13,10,8,7,18,4,77,Kartla test,Kart testi,"Uygulanabilir çerçeve, hikâyeyi geri dönüp kaydetmeye değer kılıyor; olay örgüsü geliştirilmeli.",Kaynak kontrolü önerilir
319,1712,Platon’a Göre İktidarı En Çok Kim Hak Eder?,Felsefe,Sosyoloji,The Republic,Plato,2,Zengin,12,7,13,9,9,6,17,4,77,Kartla test,Kart testi,Duygusal karşıtlık paylaşma ve kişisel anlatma isteğini yükseltiyor; olay örgüsü geliştirilmeli.,Kaynak kontrolü önerilir
320,1750,John Glenn'in Güvendiği Hesap,Tarih,Tarih,Hidden Figures,Margot Lee Shetterly,2,Zengin,13,4,13,10,8,7,17,5,77,Kartla test,Kart testi,Somut sahne ve sayısal ayrıntı güçlü bir video açılışı sağlıyor; olay örgüsü geliştirilmeli.,Standart doğrulama
321,1762,Denizde Kaybolmayı Bitiren Saat,Psikoloji,Psikoloji,Longitude,Dava Sobel,2,Zengin,13,4,13,10,8,7,17,5,77,Kartla test,Kart testi,Somut sahne ve sayısal ayrıntı güçlü bir video açılışı sağlıyor; olay örgüsü geliştirilmeli.,Standart doğrulama
322,1780,Kural Kitabını Yırtmak,Liderlik,Liderlik,No Rules Rules,Reed Hastings ve Erin Meyer,2,Zengin,12,7,13,10,9,6,17,3,77,Kartla test,Kart testi,Duygusal karşıtlık paylaşma ve kişisel anlatma isteğini yükseltiyor; olay örgüsü geliştirilmeli.,Kaynak kontrolü şart
323,1783,Bay Piyasa ile Ortaklık,Finans,Finans,The Intelligent Investor,Benjamin Graham,F5,Zengin,13,5,13,10,7,7,17,5,77,Kartla test,Kart testi,Somut sahne ve sayısal ayrıntı güçlü bir video açılışı sağlıyor; olay örgüsü geliştirilmeli.,Standart doğrulama
324,1787,Suyun Sessiz Gücü,Felsefe,Felsefe,Tao Te Ching,Lao Tzu,F5,Zengin,11,7,13,10,9,6,17,4,77,Kartla test,Kart testi,Duygusal karşıtlık paylaşma ve kişisel anlatma isteğini yükseltiyor; olay örgüsü geliştirilmeli.,Kaynak kontrolü önerilir
325,1790,Serengeti'de Bir Pavyan Sürüsü,Sağlık,Sağlık,Why Zebras Don't Get Ulcers,Robert M. Sapolsky,F6,Zengin,12,7,13,10,8,7,17,3,77,Kartla test,Kart testi,Duygusal karşıtlık paylaşma ve kişisel anlatma isteğini yükseltiyor; olay örgüsü geliştirilmeli.,Kaynak kontrolü şart
326,1085,Wright Kardeşler ve Samuel Langley,Liderlik,Liderlik,Başlangıç Noktası,Simon Sinek,1,Temel,14,8,12,10,9,7,16,1,77,Kartla test,Kart testi,Milyonluk laboratuvar ile bisiklet dükkânı güçlü karşıtlık; sonucu yalnızca neden duygusuna bağlamak hatalı.,Kaynak kontrolü şart
327,1291,İki babanın iki dersi,Finans,Finans,Zengin Baba Fakir Baba,Robert Kiyosaki,1,Temel,13,6,12,12,8,8,16,2,77,Kartla test,Carousel,İki baba ve iki cümle çok net bir karşıtlık kuruyor; biyografik gerçeklik ve finans genellemeleri tartışmalı.,Kaynak kontrolü şart
328,1333,Umut paradoksu,Felsefe,Felsefe,Her Şey Yolunda,Mark Manson,1,Temel,13,7,12,10,9,7,16,3,77,Kartla test,Kart testi,Umudun şimdiyi yetersizleştirmesi dikkat çekici bir paradoks; umut hakkında fazla mutlak konuşuyor.,Kaynak kontrolü şart
329,1396,Sonsuz ve sonlu oyun farkı,Liderlik,Strateji,Sonsuz Oyun,Simon Sinek,1,Temel,12,6,12,12,9,7,16,3,77,Kartla test,Carousel,"Sonlu ve sonsuz oyun ayrımı net, paylaşılabilir bir zihinsel model; şirket örnekleri seçmeci kalıyor.",Kaynak kontrolü şart
330,1421,Beş saniyelik kural ve momentum,Sağlık,Alışkanlıklar,Mucize Sabah 2,Hal Elrod,1,Temel,13,7,12,12,9,7,16,1,77,Kartla test,Carousel,Beş saniyelik tereddüt kapısı net ve uygulanabilir; Elrod-Mel Robbins atfı ile prefrontal açıklama güven vermiyor.,Kaynak kontrolü şart
331,1282,Santiago'nun tekrarlayan rüyası,Büyüme,İlham,Kaybedilen Cennet,Paulo Coelho,1,Temel,12,8,11,8,9,8,16,5,77,Kartla test,Kart testi,Santiago’nun rüya uğruna sürüden vazgeçişi duygusal ve sinematik; kurmaca bağlamı açık biçimde korunuyor.,Standart doğrulama
332,1294,Muse ve ürün testi deneyi,Verimlilik,Verimlilik,The 4-Hour Workweek,Tim Ferriss,1,Temel,13,6,11,13,8,8,16,2,77,Kartla test,Carousel,48 saatlik test girişimcilere somut yöntem veriyor; sahte satın alma akışının etik ve tarihsel yönü açıklanmalı.,Kaynak kontrolü şart
333,1263,"Şu an yapıyor olmak, olmak değildir",Felsefe,Felsefe,Ego Is the Enemy,Ryan Holiday,1,Temel,12,7,12,12,9,6,15,4,77,Kartla test,Carousel,Yapmak ile olmak ayrımı kimlik üzerine güçlü bir içgörü ve kişisel sesli yanıt doğuruyor.,Kaynak kontrolü önerilir
334,1278,Gizler ve sırları aramak,Verimlilik,Girişimcilik,Sıfır'dan Bir'e,Peter Thiel,1,Temel,13,7,12,10,10,7,15,3,77,Kartla test,Kart testi,Konsensüse aykırı doğruyu bulma sorusu güçlü sohbet üretir; şirket örnekleri sonucu fazla kolaylaştırıyor.,Kaynak kontrolü şart
335,1386,Hiçbir zaman iki gün üst üste atla,Sağlık,Sağlık,Sağlıklı Olmak,James Clear,1,Temel,12,7,12,13,9,7,15,2,77,Kartla test,Carousel,“İki kez kaçırma” mükemmeliyetçiliği kıran güçlü bir kural; iki günde yeni norm açıklaması kanıtsız.,Kaynak kontrolü şart
336,1246,İlham perisi kapıya geldiğinde,Verimlilik,Yaratıcılık,Yaratıcı Olmak,Elizabeth Gilbert,1,Temel,12,7,11,12,9,7,15,4,77,Kartla test,Carousel,"Çiftçi benzetmesi disiplin fikrini sıcak, uygulanabilir ve sesli düşünmeye açık bir anlatıya çeviriyor.",Kaynak kontrolü önerilir
337,1332,Belirsizliği kucaklamak,Büyüme,Kişisel Gelişim,Özgür Olmak,Mark Manson,1,Temel,12,7,11,12,10,7,15,3,77,Kartla test,Carousel,“Yanılıyor olabilirim” ilkesi kaydedilebilir ve güçlü sohbet açar; bağımlılık örnekleri fazla geniş bağlanmış.,Kaynak kontrolü şart
338,1340,Uyku ritueli ve ortam tasarımı,Sağlık,Sağlık,Uyku Devrimi,Arianna Huffington,1,Temel,12,6,11,14,9,7,15,3,77,Kartla test,Carousel,Telefonu odadan çıkarma ve banyo ritüeli hemen uygulanabilir; uyku kalitesi-süre kıyası aşırı genellenmiş.,Kaynak kontrolü şart
